id	date	score	known	title	first_author	n_authors	comment	jref	cats
2607.17904	2026-07-20	4		Reflected Schrodinger Bridge Problem over Sub-Riemannian Manifold	Daniel Owusu Adu	1			math.OC
2607.19176	2026-07-21	4		Exponential Convergence of the Sinkhorn Algorithm for the Schrödinger Bridge with Regime Switching	Katharina Eichinger	4			math.PR
2608.10000	2026-08-07	4		Pre- to Post-Contrast Synthesis of Breast DCE-MRI using Latent Bridge Matching	Sina Amirrajab	4			eess.IV,cs.CV
2608.06893	2026-08-07	4		PRISM: Principled Reference Identification for Schrodinger Bridge Model	Forouzan Fallah	2			cs.LG
2608.12715	2026-08-13	4		HybridSB-MoE: Dual-Domain Schrödinger Bridges with Scene-Adaptive Expert Routing for Speech Enhancement	Zhengyi Lu	4			cs.SD,cs.AI
2608.13968	2026-08-14	4		Nonparametric Schrödinger Bridge Time Series Generator: Algorithm, Convergence Analysis and Applications	Daili Sheng	3	40 pages, 12 figures		math.NA
2608.25094	2026-08-25	4		Noising-Denoising by Large Temperature Schrödinger Bridges	Garrett Mulcahy	1	27 pages, 1 figure		math.PR
2608.25281	2026-08-26	4		Schrödinger Bridges over Kinetic Swarming Models	Asmaa Eldesoukey	5			math.OC,eess.SY,math-ph
2608.29043	2026-08-29	4		Di$^2$CycleSB: Towards High-Quality Unsupervised Nighttime Visibility Enhancement via Schrödinger Bridge Transformer	Hanting Li	5	12 pages, 8 figures, 5 tables		cs.CV
2509.17187	2025-09-21	3		Ambiguous Medical Image Segmentation Using Diffusion Schrödinger Bridge	Lalith Bharadwaj Baru	4	MICCAI 2025 (11 pages, 2 figures, 1 table, and 26 references)		cs.CV,cs.AI
2509.19078	2025-09-23	3		Diffusion Bridge Variational Inference for Deep Gaussian Processes	Jian Xu	4			cs.LG
2509.21015	2025-09-25	3		Unbiased Parameter Estimation of Partially Observed Diffusions using Diffusion Bridges	Miguel Alvarez	2			stat.ME,math.NA
2509.23589	2025-09-28	3		BridgeDrive: Diffusion Bridge Policy for Closed-Loop Trajectory Planning in Autonomous Driving	Shu Liu	10	Accepted for publication at ICLR 2026		cs.AI,cs.CV,cs.LG
2510.03692	2025-10-04	3		Non-negative diffusion bridge of the McKean-Vlasov type: analysis of singular diffusion and application to fish migration	Hidekazu Yoshioka	1	Updated on February 12, 2026		math.PR
2510.13684	2025-10-15	3		Generating healthy counterfactuals with denoising diffusion bridge models	Ana Lawry Aguila	4			cs.CV
2510.15556	2025-10-17	3		Diffusion Bridge Networks Simulate Clinical-grade PET from MRI for Dementia Diagnostics	Yitong Li	8			cs.CV
2510.20819	2025-10-23	3		Towards General Modality Translation with Contrastive and Predictive Latent Diffusion Bridge	Nimrod Berman	5	Accepted as a poster at NeurIPS 2025		cs.CV,cs.AI,cs.LG
2510.22605	2025-10-26	3		Projection Embedded Diffusion Bridge for CT Reconstruction from Incomplete Data	Yuang Wang	9	53 pages, 7 figures, submitted to Medical Image Analysis		cs.CV,physics.med-ph
2510.23116	2025-10-27	3	yes	Residual Diffusion Bridge Model for Image Restoration	Hebaixu Wang	7	Accepted by CVPR 2026 as Highlight		cs.CV
2510.26645	2025-10-30	3		Curly Flow Matching for Learning Non-gradient Field Dynamics	Katarina Petrović	8	Accepted to NeurIPS 2025		cs.LG
2511.16675	2025-11-08	3		Joint Design of Protein Surface and Structure Using a Diffusion Bridge Model	Guanlue Li	4	21 pages, 4 figures		cs.LG,cs.AI
2511.14355	2025-11-18	3		A PDE-constrained Optimization Approach to Optimal Trajectory Planning under Uncertainty via Reflected Schrödinger Bridges	Dante Kalise	2			math.OC
2512.01197	2025-12-01	3		Fractional Diffusion Bridges	Yuzuru Inahama	1	46 pages. No figures		math.PR
2512.06216	2025-12-05	3		Diffusion bridge with misspecification: theory construction and application to high-resolution fish count data	Hidekazu Yoshioka	1	Updated on June 21, 2026		math.PR,math.OC
2512.19457	2025-12-22	3		Spectral Shrinkage of Gaussian Entropic Optimal Transport	Ho Yun	1			math.OC,math.FA
2512.21261	2025-12-24	3		Marginal flows of non-entropic weak Schrödinger bridges	Camilo Hernández	2	New dual existence result, Theorem 3.6		math.PR,math.OC
2512.21981	2025-12-26	3		A Sieve M-Estimator for Entropic Optimal Transport	Rami V. Tabri	1	I added more details to the proof of Corollary C.1, which uses Massart's finite class lemma		math.ST
2601.21592	2026-01-29	3		Unifying Heterogeneous Degradations: Uncertainty-Aware Diffusion Bridge Model for All-in-One Image Restoration	Luwei Tu	4			cs.CV
2602.03067	2026-02-03	3		FlashSinkhorn: IO-Aware Entropic Optimal Transport on GPU	Felix X. -F. Ye	6			cs.LG,cs.AI,math.NA
2602.05783	2026-02-05	3		Distributional Reinforcement Learning with Diffusion Bridge Critics	Shutong Ding	8			cs.LG
2604.10983	2026-04-13	3		Energy-oriented Diffusion Bridge for Image Restoration with Foundational Diffusion Models	Jinhui Hou	3	Accepted to ICLR26		cs.CV
2604.12940	2026-04-14	3		Distributional Convergence of Empirical Entropic Optimal Transport and Statistical Applications	Santiago Arenas-Velilla	3	43 pages, 10 figures		math.ST
2604.14061	2026-04-15	3		Two-Sided Bounds for Entropic Optimal Transport via a Rate-Distortion Integral	Jingbo Liu	1	IEEE International Symposium on Information Theory (ISIT) 2026		cs.IT,math.PR,stat.ML
2604.15576	2026-04-16	3		Nonlinear Stochastic Density Steering via Gaussian Mixture Schrodinger Bridges and Multiple Linearizations	Mattia Mosso	4			eess.SY
2604.20827	2026-04-22	3		Failure of ambient closed-set large-deviation upper bounds in entropic optimal transport	Maja Gwozdz	1			math.PR,math.OC
2605.03240	2026-05-05	3		On Model-Based Clustering With Entropic Optimal Transport	Gonzalo Mena	1	This paper extends and substantially revises the preliminary results in [arXiv:2006.16548]		stat.ME,stat.AP,stat.ML
2605.08252	2026-05-07	3		Multimodal Emotion Recognition via Causal-Diffusion Bridge (Affect-Diff)	Ankit Sanjyal	1	10 Pages, 12 Figures, 6 Tables		cs.CV
2605.05889	2026-05-07	3		DBMSolver: A Training-free Diffusion Bridge Sampler for High-Quality Image-to-Image Translation	Sankarshana Venugopal	3	Accepted to CVPR 2026. Includes supplementary material		cs.CV,cs.AI,cs.LG
2605.08851	2026-05-09	3		Geometrically Constrained Stenosis Editing in Coronary Angiography via Entropic Optimal Transport	Jialin Li	7	Accepted to ICML 2026		cs.CV,cs.AI,cs.LG
2605.11944	2026-05-12	3		Generative Transfer for Entropic Optimal Transport with Unknown Costs	Antoine Debouchage	4	60 pages, 22 figures		math.OC
2605.28962	2026-05-27	3		Resolving Endpoint Underfitting in Diffusion Bridges via Noise Alignment	Yurong Gao	5	Accepted by CVPR2026		cs.CV
2606.10767	2026-06-09	3		Two-Sample Homogeneity Test via Entropic Optimal Transport	Yiming Ma	3			stat.ME
2606.16672	2026-06-15	3		Sinkhorn-CPD: Robust point cloud registration via unbalanced entropic optimal transport	Jin Zhang	4	14 pages, 10 figures; journal version published in Computer-Aided Design	Computer-Aided Design 199 (2026) 104104	cs.CV
2606.22216	2026-06-20	3		Delta-Diffusion: Modeling Longitudinal Brain Amyloid-PET Trajectories via Conditional Poisson Diffusion Bridge	Yongheng Sun	5			eess.IV,cs.AI,cs.CV
2606.29759	2026-06-29	3		GoodDiffusion: Proactive Copyright Protection for Diffusion Bridge Models via Learnable Sample-specific Signatures	Shixi Qin	6	This paper has been accepeted to ICML 2026 (Oral)		cs.CR
2607.04253	2026-07-05	3		Diffusion bridge with randomized initial and terminal times and its application to fish migration	Hidekazu Yoshioka	2	Updated on August 17, 2026		q-bio.PE,math.PR
2607.16881	2026-07-18	3		Entropic optimal transport need not select a zero-temperature limit	Maja Gwozdz	1			math.OC,math.PR
2607.22719	2026-07-21	3		$γ$-Bridge: A Look-Parametric Diffusion Bridge	Xuran Hu	5	13 pages, 9 figures		cs.CV
2607.28015	2026-07-30	3		Sinkhorn Hamiltonian Monte Carlo for Entropic Optimal Transport Generalized Bayes	Guilhem Nespoulous	4			stat.CO,stat.ME
2608.08819	2026-08-09	3		MRI super-resolution in ten sampling steps using a diffusion bridge model	Mojtaba Safari	13			cs.CV,physics.med-ph
2608.08594	2026-08-09	3		SDDBMs: Soft Denoising Diffusion Bridge Models	Shiyi Qi	3			cs.AI
2608.10173	2026-08-10	3		DoseBridge: Denoising Diffusion Bridge Model for Dose Prediction in Lung Intensity-Modulated Proton Therapy	Zerun Zhang	5			cs.CV
2608.16506	2026-08-17	3		Density-Reweighted Entropic Optimal Transport: Decoupling Geometry from Sampling Density	Keyi Li	3			stat.ML,cs.LG,stat.AP
2608.23916	2026-08-24	3		The Loss Floor of Denoising Score Matching: Fisher Geometry from Schrödinger Bridges	Avinash Raju	2	28 pages, 4 figures		cs.LG,cond-mat.stat-mech
2608.27885	2026-08-28	3		There and Back Again: Bidirectional Diffusion Bridges for Multimodality Translation	Gabe Guo	5			cs.LG
2608.29997	2026-08-30	3		Discrete Diffusion Bridges for Spatiotemporally Aligned Image Translation and Generation	Xing Xie	7	Accepted to ECCV 2026		cs.CV
2509.07521	2025-09-09	2		Target matching based generative model for speech enhancement	Taihui Wang	7	12 pages, 5 figures		cs.SD
2510.20871	2025-10-23	2		Exponential Convergence Guarantees for Iterative Markovian Fitting	Marta Gentiloni Silveri	3			stat.ML,cs.LG,math.PR
2512.12875	2025-12-14	2		Schrodinger Audio-Visual Editor: Object-Level Audiovisual Removal	Weihan Xu	13			cs.CV,cs.MM,cs.SD
2601.19312	2026-01-27	2		LightSBB-M: Bridging Schrödinger and Bass for Generative Diffusion Modeling	Alexandre Alouadi	6			cs.LG,eess.SY,stat.CO
2602.15383	2026-02-17	2		Bridging Day and Night: Target-Class Hallucination Suppression in Unpaired Image Translation	Shuwei Li	3	Accepted at AAAI 2026 (Oral)		cs.CV
2602.16664	2026-02-18	2		Unpaired Image-to-Image Translation via a Self-Supervised Semantic Bridge	Jiaming Liu	9	36 pages		cs.CV
2604.07762	2026-04-09	2		Generative optimal transport via forward-backward HJB matching	Haiqian Yang	4	16 pages, 4 figures		cond-mat.stat-mech,cs.LG,math.OC
2605.00545	2026-05-01	2		Beyond Continuity: Simulation-free Reconstruction of Discrete Branching Dynamics from Single-cell Snapshots	Junda Ying	5			cs.LG,cs.AI,math-ph
2605.22507	2026-05-21	2		Generative Modeling by Value-Driven Transport	Pablo Moreno-Muñoz	3			cs.LG,stat.ML
2606.27678	2026-06-26	2		Two-Stage Cross-Domain Cervical Abnormality Screening with Cytopathological Image Synthesis and Knowledge Distillation	Jincheng Li	9			cs.CV
2607.16281	2026-07-09	2		A Novel Hybrid Quantum Reservoir Computing (nHQRC) for Phase Transition Detection in Non-Equilibrium Dynamical Systems	Manoj B. Bhatkar	2	9 pages, 7 figures, 1 table		quant-ph,cs.LG,q-fin.CP
2607.10517	2026-07-12	2		Conditional Optimal Bridge for Riemannian Activation Steering	Seyed Arshan Dalili	4			cs.LG,cs.AI
2608.03721	2026-08-04	2		On the Geometry of Music Bandwidth Extension in Latent Spaces of Audio Codecs	Hendrik Vincent Koops	3	8 pages, 4 figures, 4 tables. Accepted at the 27th International Society for Music Information Retrieval Conference (ISMIR 2026). Companion website: https://ismir26latentgeo.github.io/		cs.SD
2608.18282	2026-08-18	2		Self-supervised In-context Operator Learning for Stochastic Mean-Field Control	Suyi Gao	3			math.OC,cs.LG,eess.SY
2509.14959	2025-09-18	1		Discrete optimal transport is a strong audio adversarial attack	Anton Selitskiy	3			eess.AS,cs.AI
2509.22459	2025-09-26	1		Universal Inverse Distillation for Matching Models with Real-Data Supervision (No GANs)	Nikita Kornilov	8			stat.ML,cs.LG
2509.26364	2025-09-30	1		Data-to-Energy Stochastic Dynamics	Kirill Tamogashev	2	ICLR 2026		cs.LG
2510.12639	2025-10-14	1		Thermodynamic structure of the Sinkhorn flow	Anand Srinivasan	2	26 pages excluding references		stat.ML,cs.LG,math.PR
2510.17945	2025-10-20	1		An Exact Quantile-Energy Equality for Terminal Halfspaces in Linear-Gaussian Control with a Discrete-Time Companion, KL/Schrodinger Links, and High-Precision Validation	Sandro Andric	1			eess.SY,math.OC
2510.27120	2025-10-31	1		Gradient Flows as Optimal Controlled Evolutions: From Rn to Wasserstein product spaces	Yongxin Chen	3	20 pages		math.OC
2511.07116	2025-11-10	1		BridgeVoC: Revitalizing Neural Vocoder from a Restoration Perspective	Andong Li	8	18 pages, 16 figures		cs.SD
2511.14757	2025-11-18	1		A weak convergence approach to the large deviations of the dynamic Schrödinger problem	Viktor Nilsson	2			math.PR
2512.00068	2025-11-24	1		A Geometric Foundation for the Universal Laws of Turbulence	Marcial Sanchis-Agudo	2	5 pages, 2 figures		physics.flu-dyn
2512.05011	2025-12-04	1		Risk aversion of insider and dynamic asymmetric information	Albina Danilova	2			q-fin.MF,q-fin.TR
2512.10382	2025-12-11	1		Investigating training objective for flow matching-based speech enhancement	Liusha Yang	5			cs.SD
2512.15329	2025-12-17	1		Weak curvature conditions on metric graphs	Juliane Krautz	1			math.AP
2512.21572	2025-12-25	1		RefineBridge: Generative Bridge Models Improve Financial Forecasting by Foundation Models	Anthony Bolton	5			cs.LG,eess.SP
2512.23832	2025-12-29	1		Exploiting the Prior of Generative Time Series Imputation	YuYang Miao	3			cs.LG
2601.02444	2026-01-05	1		VocalBridge: Latent Diffusion-Bridge Purification for Defeating Perturbation-Based Voiceprint Defenses	Maryam Abbasihafshejani	3			cs.SD,cs.AI,cs.CR
2601.12633	2026-01-19	1		New Trends in the Stability of Sinkhorn Semigroups	Pierre Del Moral	2			math.PR,math.NA,stat.ML
2601.16981	2026-01-23	1		SyncLight: Single-Edit Multi-View Relighting	David Serrano-Lozano	5	Project page: http://sync-light.github.io		cs.CV,cs.GR
2601.17863	2026-01-25	1		A PDE Derivation of the Schrödinger--Bass Bridge	Alexandre Alouadi	6	10 pages		math.PR,math.OC
2602.00143	2026-01-29	1		Early warning prediction: Onsager-Machlup vs Schrödinger	Xiaoai Xu	5	20 pages		q-bio.QM,cs.LG,stat.ML
2602.05961	2026-02-05	1		Discrete diffusion samplers and bridges: Off-policy algorithms and applications in latent spaces	Arran Carter	5	ICML 2026. Code: https://github.com/mmacosha/offpolicy-discrete-diffusion-samplers-and-bridges		cs.LG,stat.ML
2602.07588	2026-02-07	1		Unified Biomolecular Trajectory Generation via Pretrained Variational Bridge	Ziyang Yu	3	The Fourteenth International Conference on Learning Representations (ICLR 2026)		cs.LG
2602.08894	2026-02-09	1		Discrete Bridges for Mutual Information Estimation	Iryna Zabarianska	5			cs.LG
2602.09541	2026-02-10	1		Scalpel: Fine-Grained Alignment of Attention Activation Manifolds via Mixture Gaussian Bridges to Mitigate Multimodal Hallucination	Ziqiang Shi	5	WACV 2026 (It was accepted in the first round, with an acceptance rate of 6%.)		cs.CV
2602.10989	2026-02-11	1		Variational Optimality of Föllmer Processes in Generative Diffusions	Yifan Chen	2			math.ST,cs.IT,cs.LG
2602.13418	2026-02-13	1		Text Has Curvature	Karish Grover	5			cs.LG
2602.21016	2026-02-24	1		Restriction-Based Certificate of Bipartite Schmidt Rank in Hypergraph States	C. Fajardo	2	10 pages		quant-ph
2602.22265	2026-02-25	1		Entropy-Controlled Flow Matching	Chika Maduabuchi	1	Accepted to ECCV 2026		cs.LG,cs.CV
2603.06753	2026-03-06	1		EarthBridge: A Solution for 4th Multi-modal Aerial View Image Challenge Translation Track	Zhenyuan Chen	3	accepted by CVPRW 2026		cs.CV
2603.11995	2026-03-12	1		What is a minimum work transition in stochastic thermodynamics?	Paolo Muratore-Ginanneschi	2	23 pages, 3 figures		cond-mat.stat-mech,math-ph
2603.27712	2026-03-29	1		Bridging Schrödinger and Bass: A Semimartingale Optimal Transport Problem with Diffusion Control	Pierre Henry-Labordere	5			math.PR,math.OC
2604.01441	2026-04-01	1		Generative Profiling for Soft Real-Time Systems and its Applications to Resource Allocation	Georgiy A. Bondar	7			eess.SY,cs.LG,cs.OS
2604.02312	2026-04-02	1		A weak transport approach to the Schrödinger-Bass bridge	Manuel Hasenbichler	3			math.PR,math.OC
2604.01653	2026-04-02	1		Cognitive Energy Modeling for Neuroadaptive Human-Machine Systems using EEG and WGAN-GP	Sriram Sattiraju	4			cs.LG,cs.HC
2604.07298	2026-04-08	1		Region-Graph Optimal Transport Routing for Mixture-of-Experts Whole-Slide Image Classification	Xin Tian	6	10 pages, 2 figures, 2 tables		cs.CV,cs.AI,eess.IV
2604.11797	2026-04-13	1		SyncFix: Fixing 3D Reconstructions via Multi-View Synchronization	Deming Li	5	Project website: https://syncfix.github.io/		cs.CV
2604.19981	2026-04-21	1		Debiasing optimal transport: classical and entropic	Pierre-Cyril Aubin-Frankowski	3			math.OC,math.FA
2605.06829	2026-05-07	1		A Unified Measure-Theoretic View of Diffusion, Score-Based, and Flow Matching Generative Models	Aditya Ranganath	2	62 pages, 1 figure, jmlr preprint		cs.LG,cs.CV,cs.ET
2605.08794	2026-05-09	1		Deterministic Decomposition of Stochastic Generative Dynamics	Xingyu Song	3	10 pages main text, 6 figures; appendix included. Code available at: https://github.com/xingyu-song/bridge_matching		cs.LG,cs.AI
2605.16681	2026-05-15	1		A Survey of Advancing Audio Super-Resolution and Bandwidth Extension from Discriminative to Generative Models	Ningyuan Yang	7	Under review		eess.AS,cs.SD,eess.SP
2605.16126	2026-05-15	1		Entropy Across the Bridge: Conditional-Marginal Discretization for Flow and Schrödinger Samplers	Bruno Trentini	5			cs.LG,cs.AI,cs.IT
2605.29371	2026-05-28	1		Kernel-based potential mean-field games with unbiased random Fourier $U$-statistics	Yumiharu Nakano	1			math.OC,cs.LG,math.NA
2606.18290	2026-06-13	1		Stochastic Thermodynamics and SDE-based Generative Models	Yaowen Zhang	1			cond-mat.stat-mech,cs.LG,eess.SP
2606.15897	2026-06-14	1		Topological Flow Matching	Kacper Wyrwal	3	Accepted at ICLR 2026. 26 pages, 24 figures. Code: https://github.com/KacperWyrwal/topological-flow-matching		cs.LG,cs.AI,stat.ML
2608.19144	2026-06-16	1		Bridge Graphical Models: Coupling, Projection, and Current-Preserving Dynamics for Generative Modeling	Tiantian Zhang	1			cs.LG
2606.19944	2026-06-18	1		Timage: A Generative Text-in-Image Paradigm for Fine-Tuning Vision-Language Models	Yifeng Wu	8	ECCV		cs.CV
2606.27078	2026-06-25	1		Semimartingale Optimal Transport with Jumps: A General Framework and Equivalent Formulations	Boyi Hou	2	27 pages		math.PR,math.DS
2607.13391	2026-07-15	1		The nonequilibrium statistical mechanics of Markov interacting particles	Dalton A R Sakthivadivel	1	35+1 pages		cond-mat.stat-mech,math-ph,math.PR
2607.17146	2026-07-19	1		The Geometry of Semantic Space: A Continuous Geometric Framework for the Transformer Architecture	Zhihua Liang	1			cond-mat.dis-nn,cs.CL,cs.LG
2607.21091	2026-07-23	1		Design and Optimization of Metasurfaces for Silicon Photonics: PhD Thesis	Mathys Le Grand	1			physics.optics,math-ph
2607.23241	2026-07-25	1		A Dacorogna-Moser construction of transport maps on $\mathbb{R}^d$ with application to geodesics on the space of couplings	Louis-Pierre Chaintron	2			math.AP
2607.27237	2026-07-25	1		Geometric Methods for Stochastic Dynamical Systems	Jinqiao Duan	4			math.DS
2607.23026	2026-07-25	1		All in One: Generative Modeling as Mean-Field Game Design	Kun Zhao	2			cs.LG,cs.AI
2607.26892	2026-07-29	1		Learning Backward Transport for Source Localization	Maurizio Carbone	2			physics.flu-dyn
2608.11617	2026-08-12	1		KANResDiff: Learning Local Residual Diffusion via Kolmogorov-Arnold Network for Ambiguous Medical Image Segmentation	Fanding Li	12	10 pages, 3 figures, MICCAI 2026 conference paper		cs.CV
2608.13383	2026-08-13	1		On Bridging Mixture Distributions	Pierre Del Moral	3	26 pages, 3 figures		math.ST,math.PR
2608.16264	2026-08-17	1		Cyclops: LiDAR as a Camera That Dreams in Color	Wei Gao	7			cs.RO
2608.28262	2026-08-28	1		SinkSLOT: Sinkhorn via Sparse Lifted Optimal Transport	Ian Hsieh	4			cs.LG
2509.21684	2025-09-25	0		Regularized Overestimated Newton	Danny Duan	2			math.OC
2510.14514	2025-10-16	0		Flow Matching for Averaged Systems	Daniel Owusu Adu	2			math.OC
2511.11359	2025-11-14	0		Log-Averaged Mirror Prox for Fast, Large-Scale Optimal Transport in Linear Space	Matthew X. Burns	2	31 pages, 6 figures		math.OC,cs.DS
